CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
1154,59,59,Male,Same as sex,3 years of college,Entertainment and recreation managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.896025768973436,-0.832866427971837,0.906113393826283,166.061430354022,6,3.28030303030303,TRUE,FALSE,English,1786,5,5,6,5,6,6,6,6,5,6,2,2,3,2,1,2,1,1,1,1,1,2,1,2,2,2,3,1,3,5,2,2,3,7,7,3,2,1,2,2,4,3,1,2,1,1,2,1,1,6,6,6,6,6,6,5,4,6,6,5,5,5,6,6,6,5,1,1,1,2,2,1,1,1,3,1,2,1,1,2,1,1,5,3,2,5,5,5,6,2,3,3,6,6,6,6,2,1,5,5,1,2,3,2,5,2,1,2,5,1,5,1,1,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,6,6,6,7,7,3,5,4,6,5,4,5,2,3,5,6,7,6,6,2,2,2,5,5,5,5,3,7,7,6,3,5,4,5,2,5,5,3,5,5,6,6,6,6,6,6,7,7,6,6,7,6,6,7,7,7,6,6,6,6,6,6,5
1156,66,66,Female,Same as sex,5+ years of college,Administrative services managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.899114541172331,-0.227433820195452,0.725628170925753,217.500471151005,8,4.53030303030303,TRUE,FALSE,English,951,4,7,3,6,5,4,3,5,6,5,2,3,2,2,5,5,6,6,6,5,6,6,5,4,6,4,5,4,5,5,5,1,4,7,7,5,4,5,5,3,4,3,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,3,3,4,5,4,4,3,1,5,3,5,2,2,3,3,4,5,5,5,6,6,6,5,7,6,3,5,7,6,4,2,5,5,5,1,3,4,2,4,2,2,4,5,4,3,2,2,5,5,3,4,5,5,4,4,4,5,5,5,5,4,5,3,5,3,3,5,5,1,4,5,1,1,1,4,4,4,6,5,6,6,6,4,1,4,6,6,5,3,4,5,5,5,2,2,2,7,6,5,3,6,5,3,5,5,4,5,5,5,5,6,2,4,7,5,5,6,6,6,5,5,5,5,5,6,6
1157,62,62,Male,Same as sex,5+ years of college,Food service managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.894727012002976,-0.933108032111347,0.816653437135931,163.22496079238,7,4.32954545454545,TRUE,FALSE,English,5343,6,6,6,6,6,5,5,4,6,6,2,1,2,2,2,2,2,2,3,3,2,2,2,4,2,2,2,1,3,5,1,3,5,6,6,5,2,1,2,1,1,2,1,1,1,1,1,1,1,5,2,3,3,4,6,6,6,6,2,3,2,3,6,6,6,6,1,1,1,2,2,1,1,1,3,2,1,2,1,1,2,2,5,4,4,6,5,6,5,4,3,6,6,6,5,4,1,1,3,1,1,1,2,2,4,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,3,1,6,5,6,6,6,5,2,5,3,4,2,4,3,3,6,7,7,6,6,3,1,2,6,6,7,5,3,7,6,5,2,5,3,2,3,6,2,1,3,3,5,6,4,4,4,5,5,5,5,7,6,5,4,5,4,6,6,6,6,6,5,6,6
1162,52,52,Male,Same as sex,Grade 12,Miscellaneous health technologists and technicians,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.914975164664299,-0.49046355167795,0.671500078723264,248.796831540506,10,3.15151515151515,TRUE,FALSE,English,7650,4,4,4,4,4,4,4,4,4,4,2,1,2,1,4,1,4,1,1,4,4,1,1,4,4,2,2,4,2,4,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,4,5,5,4,5,4,4,4,5,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,7,4,4,1,4,7,7,7,1,1,1,4,1,1,1,4,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,1,1,7,7,7,7,7,1,4,4,4,4,1,4,4,4,4,4,7,4,7,4,1,5,4,4,7,4,4,4,4,4,7,7,4,4,4,1,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
1163,66,66,Male,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.862103060472726,-0.873233649339013,0.832660313175113,262.407808179421,6,4.16287878787879,TRUE,FALSE,English,3572,7,7,1,7,1,1,1,1,2,1,4,7,6,6,5,5,5,5,7,6,2,4,4,4,6,7,7,5,1,2,6,7,5,6,6,4,7,5,7,7,6,7,6,3,3,5,3,1,5,7,7,6,6,7,7,6,6,4,7,7,7,7,6,7,6,6,2,4,6,6,7,7,7,5,6,6,7,4,2,6,7,7,1,6,3,1,1,7,3,2,1,7,4,3,5,1,1,1,1,1,5,5,1,1,4,1,1,6,3,1,1,4,1,6,6,6,7,7,7,6,7,7,6,6,6,6,7,6,6,1,1,7,1,5,2,6,2,7,1,1,5,2,4,7,5,6,6,7,1,1,3,4,7,6,7,7,7,7,7,7,5,6,4,6,6,1,6,6,6,,,,,,,,,,,,,,,,,,,,,,,
1164,65,65,Male,Same as sex,Grade 12,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.774472051092177,-0.230760783472182,0.421758146431363,213.525642306845,10,3.18939393939394,TRUE,FALSE,English,6987,7,7,4,7,6,4,3,3,2,3,2,1,3,3,2,2,2,2,4,4,2,4,2,6,6,1,3,1,4,4,1,7,7,7,7,7,6,2,5,2,2,5,2,6,2,5,2,1,2,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,2,1,1,3,1,1,1,4,2,1,2,1,1,2,2,2,6,6,6,6,2,6,4,4,4,6,6,6,7,6,5,5,2,2,2,2,5,2,6,2,2,2,5,2,5,2,2,2,2,4,5,2,2,2,4,5,2,2,2,4,2,2,2,4,3,4,6,6,5,6,2,4,4,2,5,2,2,4,4,6,6,6,1,2,6,7,7,2,5,2,6,7,7,2,5,6,4,5,4,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,
1165,68,68,Male,Same as sex,5+ years of college,Electrical and electronics engineers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.748975050115828,-0.198702653038947,0.641017226998306,167.803235491443,7,8.84090909090909,TRUE,FALSE,Russian,2796,6,6,4,7,6,4,3,4,4,4,2,3,5,2,3,3,4,4,3,5,3,4,3,4,4,4,4,5,5,5,4,5,5,4,6,6,5,2,3,3,4,3,3,2,2,2,3,2,2,6,5,6,6,4,5,4,6,6,5,4,4,5,6,5,6,5,2,4,3,2,4,3,2,3,4,2,5,2,2,4,2,3,4,5,3,3,5,3,5,6,4,4,4,5,4,3,4,2,2,2,5,2,3,3,2,2,5,3,5,2,2,2,3,5,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,3,5,5,3,5,5,5,5,4,4,6,5,6,6,5,5,4,4,3,3,5,4,6,4,5,4,6,6,5,5,5,5,5,5,5,6,2,2,5,6,6,5,5,4,5,4,6,4,4,6,4,5,4,4,5,6,3,3,4,4,3,4
1166,70,70,Male,Same as sex,3 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.886589498025121,-0.618884150421111,0.666239055770524,258.863609178079,11,5.6969696969697,TRUE,FALSE,English,962,6,6,2,6,2,2,2,2,2,2,2,5,5,4,2,2,2,2,2,2,2,2,2,2,2,5,5,5,2,6,5,6,6,2,7,6,5,2,5,5,5,5,2,2,2,2,2,2,2,6,6,6,6,6,6,2,6,2,6,6,6,6,6,6,6,6,4,2,4,4,5,5,7,4,4,2,4,4,1,5,5,7,5,6,5,5,5,6,5,2,2,2,2,2,6,2,5,2,5,2,2,5,6,2,5,2,2,6,2,2,5,2,2,2,6,6,6,6,6,6,6,6,5,6,6,2,6,5,6,2,6,2,2,5,2,6,2,6,2,2,6,2,2,4,4,4,5,6,2,2,4,6,6,4,6,6,7,7,6,5,2,6,6,2,6,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,,
1184,62,62,Male,Same as sex,2 years of college,Fundraisers,United States,White,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.879838927986636,-0.583941779859338,0.688433602041563,224.404175685885,11,5.12878787878788,TRUE,FALSE,English,954,7,6,6,6,6,6,6,4,4,5,2,1,4,2,2,2,2,1,2,6,3,2,2,6,3,2,5,2,4,4,4,2,5,4,6,4,2,1,5,2,3,2,2,2,2,2,3,1,1,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,4,2,1,1,2,1,5,2,1,4,4,2,4,1,2,2,1,2,3,1,4,5,7,6,3,2,5,5,7,7,5,2,5,5,4,2,1,5,4,5,2,5,2,5,1,5,5,4,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,4,5,4,5,5,5,2,6,6,1,5,3,2,7,6,7,7,7,1,1,2,6,6,6,6,6,7,6,5,6,5,6,6,2,6,4,2,2,2,5,6,5,6,5,5,5,5,6,6,3,6,5,4,2,1,1,5,2,3,4,3,5
1167,71,71,Female,Same as sex,2 years of college,Other managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.838351418403056,-0.556093613430722,0.790261971318941,237.312192647941,17,3.69318181818182,TRUE,FALSE,English,551,7,7,7,7,7,7,5,6,4,5,1,2,3,4,1,1,1,1,1,1,1,1,1,5,2,3,4,2,3,5,1,1,6,7,7,6,5,1,5,5,1,5,1,2,1,1,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,3,2,3,1,4,1,2,1,1,1,2,2,2,3,1,5,5,5,5,5,3,3,6,3,6,7,1,7,7,3,1,6,3,6,5,5,2,6,7,5,3,3,1,2,1,3,1,1,1,1,5,5,3,1,1,1,5,1,1,2,5,2,6,5,3,1,2,1,5,1,1,6,1,1,7,7,7,7,6,1,1,5,7,7,2,6,6,7,7,7,4,6,4,5,1,1,2,3,6,1,7,7,6,6,7,6,7,7,7,7,7,7,2,7,6,7,7,6,6,6,7,7,7
1168,59,59,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.891464607404739,-0.692927313490449,0.624664070434369,212.466809189621,10,3.44318181818182,TRUE,FALSE,English,6005,7,7,7,7,7,7,3,2,3,5,1,1,1,1,1,1,1,1,3,3,2,2,4,7,1,6,2,1,1,4,1,7,7,4,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,4,6,1,2,2,4,4,4,4,4,2,3,4,1,1,1,3,1,1,1,1,5,1,1,1,1,1,1,2,2,7,4,2,2,7,4,6,2,7,5,7,4,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,3,4,6,6,7,1,5,1,2,2,1,4,3,4,7,7,7,7,7,1,1,1,4,6,5,5,2,7,4,5,4,5,2,5,3,2,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,
1169,69,69,Male,Same as sex,Grade 12,Construction managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.539014184695324,-0.19704578952956,0.400364855609652,131.430585125127,9,5.61742424242424,TRUE,FALSE,English,324,6,4,4,6,4,4,5,5,5,4,2,2,2,3,4,4,4,5,4,5,4,5,4,4,5,5,3,5,4,4,4,3,4,6,5,5,4,4,4,5,4,4,4,5,3,3,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,5,5,4,4,4,3,2,4,4,3,6,3,4,4,2,2,4,4,4,5,6,5,5,6,4,6,4,4,6,6,5,5,4,5,5,4,4,4,5,5,5,5,5,5,6,4,5,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,3,5,5,4,5,5,4,3,4,5,4,4,5,4,5,4,4,5,4,5,4,4,4,4,5,6,6,5,6,6,4,5,5,4,5,4,5,4,5,5,5,5,4,5,5,4,5,6,6,5,5,6,6,5,5,5,5,4,4,5,5,5,5,5
1173,75,75,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.836134431465254,-0.824797144483723,0.637240765342596,210.008148019992,4,5.36363636363636,TRUE,FALSE,English,5098,5,4,7,4,7,7,5,5,5,6,3,1,3,1,2,2,2,1,4,5,3,3,2,3,4,2,2,2,3,5,1,7,7,7,7,7,1,1,1,5,4,3,7,5,5,5,5,2,4,6,6,5,4,3,6,2,4,3,5,6,5,5,6,6,5,5,2,1,1,2,2,1,1,2,2,1,2,3,1,2,2,1,2,5,6,2,3,7,4,3,3,7,6,7,6,5,5,2,3,3,2,1,5,1,3,1,3,1,5,1,3,1,2,2,2,4,3,3,2,3,5,2,2,1,5,5,2,2,2,5,3,6,5,7,2,3,1,1,2,1,4,2,2,5,5,6,6,6,2,1,2,7,7,1,1,5,7,6,4,5,1,4,2,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,
1171,52,52,Male,Same as sex,4 years of college,Marketing managers,United States,Other Asian or Pacific Islander,"No, not of Hispanic, Latino, or Spanish origin",0,-0.746111672718383,-0.850338833266897,0.830953380765981,191.400314925304,7,5.60227272727273,TRUE,FALSE,English,735,7,3,6,5,6,6,4,5,5,6,2,2,2,1,1,1,1,1,2,1,2,2,3,6,2,2,3,2,2,5,2,1,5,5,6,3,3,1,1,3,1,6,1,1,1,1,1,1,1,5,3,6,6,5,5,6,5,5,6,6,5,6,5,5,5,5,2,2,1,2,2,2,1,1,4,4,2,3,1,2,2,2,6,3,2,6,6,3,7,6,7,6,7,7,6,2,3,5,3,2,3,1,1,5,5,1,5,2,5,5,5,2,1,1,1,2,1,2,1,3,3,2,1,2,1,3,1,4,1,3,3,3,6,5,3,5,3,6,3,2,4,3,4,5,6,6,7,7,1,1,2,6,6,2,5,6,7,6,4,5,5,5,3,2,5,3,3,3,2,5,6,5,5,1,5,5,5,6,5,6,5,3,6,5,7,7,7,7,6,5,7,6
1175,61,61,Female,Same as sex,2 years of college,Postal service mail carriers,United States,Other Asian or Pacific Islander,"No, not of Hispanic, Latino, or Spanish origin",0,-0.786883110917636,-0.73070896115769,0.600158119594827,161.492848888964,11,5.51515151515152,TRUE,FALSE,English,201,5,6,6,6,4,4,5,5,3,6,2,2,2,2,6,2,3,3,3,3,2,2,2,4,3,4,3,2,3,6,3,6,6,6,6,6,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,2,3,2,2,3,2,2,2,3,2,1,3,4,2,5,4,4,6,6,3,4,5,6,4,4,4,2,2,2,5,3,4,2,3,2,2,3,5,2,2,4,4,2,2,5,2,2,2,3,2,2,3,2,2,5,2,2,2,6,5,5,6,6,3,2,2,3,2,2,5,2,4,4,5,6,5,5,2,4,2,6,7,4,5,3,7,7,6,3,2,2,4,3,4,6,4,4,6,5,5,6,5,6,6,5,4,4,6,6,6,6,5,5,5,5,6,5,6,6,5,5
1177,67,67,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.864774536680176,-0.750905034873811,0.648683260486012,215.423141403645,5,4.78787878787879,TRUE,FALSE,English,425,6,6,5,7,5,5,5,5,4,4,1,1,1,2,2,2,2,2,5,3,5,5,4,5,1,2,2,1,2,4,1,3,3,2,5,3,1,1,2,2,2,4,2,2,1,1,2,1,2,4,4,5,6,5,6,5,4,5,5,5,4,6,5,4,5,5,2,2,1,2,2,4,3,4,4,3,3,2,2,3,2,2,6,5,6,6,3,6,5,4,4,6,6,6,5,4,1,6,2,2,1,2,1,6,2,1,1,5,2,2,2,1,2,2,3,4,5,2,2,5,3,2,2,2,2,4,5,4,2,5,3,6,2,5,4,5,5,7,4,4,5,4,5,5,5,4,4,5,2,2,1,5,4,6,6,6,6,3,3,5,5,7,2,2,5,4,1,2,4,,,,,,,,,,,,,,,,,,,,,,,
1178,67,67,Male,Same as sex,3 years of college,Computer and information systems managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.942383235748028,-0.470526966173172,0.859612969794231,107.989689019101,9,3.43560606060606,TRUE,FALSE,English,7926,5,5,4,7,4,5,3,3,3,2,1,2,2,1,3,3,3,3,3,3,3,3,4,5,3,2,2,2,3,5,2,6,5,7,7,5,3,2,3,3,3,3,4,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,2,3,2,3,3,4,2,2,4,2,2,2,1,3,2,4,4,5,6,5,4,6,5,5,4,5,6,5,6,3,2,3,3,2,2,2,2,2,3,2,2,2,4,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,3,5,4,5,3,4,3,3,3,3,5,4,4,4,5,6,5,5,3,2,3,6,6,3,5,4,7,6,4,4,3,3,3,3,3,3,3,3,3,6,4,5,5,3,4,4,4,5,5,6,4,3,4,4,4,4,4,4,4,4,4,4
1179,70,70,Male,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.915123035834075,-0.630193120441232,0.823437842102814,200.747535127851,6,4.26515151515152,TRUE,FALSE,English,5687,6,6,6,7,6,6,4,4,2,5,1,1,3,2,2,3,1,1,2,3,2,2,3,4,1,2,2,1,1,7,1,1,2,7,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,6,6,7,7,6,7,6,6,6,6,7,6,6,6,7,7,1,3,2,2,1,1,1,1,3,1,2,2,2,2,1,1,7,6,2,7,6,7,3,5,6,6,6,6,7,5,1,1,3,1,3,5,2,1,2,1,1,5,5,1,3,1,1,5,6,6,5,2,3,6,6,2,5,2,5,6,5,2,2,7,2,6,7,6,4,3,4,6,2,1,4,3,3,6,6,6,6,7,1,5,5,7,7,6,6,6,7,7,7,6,5,6,6,2,3,4,1,3,5,,,,,,,,,,,,,,,,,,,,,,,
1180,49,49,Male,Same as sex,1 year of college,"Sales and related workers, all other",United States,White,"Yes, Mexican, Mexican Am., Chicano",0,-0.97164150937576,-0.62287027152597,0.609944795727124,223.060851462538,9,3.98863636363636,TRUE,FALSE,English,2572,7,7,6,7,6,6,2,2,2,3,2,2,5,4,3,2,2,2,2,3,2,3,5,2,4,5,5,4,4,5,6,6,7,7,7,7,6,5,6,6,6,3,5,5,2,6,5,3,6,6,6,6,3,6,6,5,6,6,6,6,6,6,6,5,5,6,4,3,6,5,5,4,5,3,5,6,5,4,2,5,4,4,1,2,6,1,3,2,6,6,5,2,5,6,6,2,2,5,1,1,1,2,5,2,2,1,1,2,5,5,1,1,3,1,6,6,6,5,6,5,5,5,5,5,6,6,5,2,6,5,5,6,7,3,1,1,1,1,1,1,1,1,1,5,6,6,7,7,2,2,3,7,7,2,2,5,6,7,2,1,1,2,6,6,7,7,6,6,7,5,5,2,3,3,5,1,2,1,2,2,2,2,5,5,5,6,6,6,5,5,3,5
1182,60,60,Male,Same as sex,Grade 12,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.901110128928338,-0.11111956527368,0.590670489520389,226.542448452366,7,4.46212121212121,TRUE,FALSE,English,2581,7,5,4,6,4,6,2,2,3,2,1,3,2,2,2,2,2,1,2,1,2,2,3,5,2,3,2,5,3,6,3,6,6,6,7,5,2,1,4,4,4,2,2,2,2,5,3,1,5,6,6,6,4,6,5,7,5,5,4,6,4,4,5,6,5,6,2,2,2,2,2,5,3,2,6,3,4,2,2,2,1,5,2,6,6,2,4,6,4,2,3,6,6,5,4,2,2,2,2,2,2,1,3,2,2,1,2,1,3,2,2,1,1,2,5,5,3,2,2,5,6,4,4,3,4,5,4,3,2,2,4,4,4,4,5,5,4,7,4,2,7,4,3,4,4,4,4,5,4,2,4,5,6,7,7,4,7,7,7,4,7,7,6,3,5,5,2,2,5,,,,,,,,,,,,,,,,,,,,,,,
1185,56,56,Male,Same as sex,Grade 12,"Laborers and freight, stock, and material movers, hand",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.891936799236762,-0.711372707070821,0.881467118452535,180.86916065117,7,4.63257575757576,TRUE,FALSE,English,245,6,5,5,5,4,5,6,5,5,6,1,2,2,1,3,2,4,3,2,2,2,2,4,5,4,2,2,2,4,4,2,4,5,6,6,6,1,1,2,1,2,4,1,1,1,1,1,1,1,7,6,7,6,6,6,6,6,7,7,7,7,7,7,7,6,7,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,7,2,5,5,6,7,5,4,4,6,6,4,6,4,5,6,5,4,2,4,5,6,5,5,5,5,6,6,6,4,5,4,4,5,2,4,3,5,5,4,2,2,4,6,3,4,3,6,4,6,5,5,6,5,5,6,6,5,6,6,7,6,7,6,7,7,1,1,1,5,6,5,7,7,7,7,6,4,5,6,4,1,4,3,4,4,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,5,6,6,5,5,5,5,6,5
1183,77,77,Male,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.840635784875663,-0.645833380934941,0.693008307806202,146.148581704626,11,4.23106060606061,TRUE,FALSE,English,6939,6,6,5,7,5,5,4,4,3,5,2,1,1,1,3,2,2,2,4,4,4,4,6,6,2,2,2,1,2,4,2,4,7,5,7,5,4,3,2,3,2,4,2,2,2,2,2,2,2,5,4,4,4,4,4,3,3,3,6,6,6,6,3,3,3,4,1,1,3,2,3,2,1,1,3,1,1,1,1,3,2,3,5,3,5,4,5,6,4,6,4,4,4,5,4,4,2,2,2,2,2,2,1,2,3,1,2,2,2,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,4,2,6,5,4,2,2,1,2,1,1,2,2,2,4,2,5,5,5,2,2,2,4,4,4,4,2,7,4,4,4,1,2,6,4,5,6,2,4,6,,,,,,,,,,,,,,,,,,,,,,,
1186,45,55,Male,Same as sex,5+ years of college,General and operations managers,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.834943685446725,-0.905673187641787,0.903696993172596,154.11770822489,19,6.74242424242424,TRUE,FALSE,English,855,7,7,4,5,5,5,6,6,6,7,2,2,1,1,2,2,3,2,4,5,4,3,5,5,1,1,1,1,1,5,1,2,3,5,6,3,3,4,2,2,2,4,1,1,1,1,1,1,1,6,5,6,6,5,5,5,4,5,6,6,4,5,6,4,4,4,1,1,1,1,2,2,1,1,5,4,2,2,1,2,2,1,4,6,4,4,4,6,5,4,3,2,6,6,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,4,2,2,2,5,5,4,6,6,4,2,3,4,1,1,7,3,4,5,5,5,5,5,3,3,4,4,2,7,6,6,6,6,6,6,6,6,2,2,4,4,2,5,2,6,6,6,4,4,6,6,6,6,6,6,4,4,6,6,6,6,5,6,6,4,3,4
1188,59,59,Male,Same as sex,5+ years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.619947358844668,-0.479982444245817,0.507008761667271,253.258529118369,5,3.25757575757576,TRUE,FALSE,English,2569,6,7,4,5,6,6,1,1,1,1,7,1,7,4,2,2,4,2,2,4,5,6,4,6,6,4,5,5,6,5,5,4,2,4,4,4,1,6,1,1,1,7,1,1,1,4,1,1,1,6,4,4,4,4,4,6,4,4,6,5,6,6,4,5,4,5,1,1,6,2,7,4,6,4,2,1,1,4,2,7,5,2,1,7,2,1,1,7,1,1,1,7,7,6,4,7,2,4,5,5,2,4,5,2,7,4,1,4,5,2,5,2,1,4,5,5,5,5,2,5,5,4,4,4,5,5,5,3,5,1,1,1,1,1,4,5,4,6,2,1,5,2,4,6,6,5,4,6,1,2,5,4,6,6,6,1,6,3,4,5,4,6,7,1,1,1,7,6,1,,,,,,,,,,,,,,,,,,,,,,,
1189,58,58,Male,Same as sex,4 years of college,"Wholesale and retail buyers, except farm products",United States,Other race,"Yes, Mexican, Mexican Am., Chicano",0,-0.790987734651072,-0.805415813025458,0.91456206612742,210.978901756574,22,8.95833333333333,TRUE,FALSE,English,1368,6,6,6,6,6,6,6,6,6,6,1,1,2,1,4,6,2,4,6,7,6,6,6,5,2,1,2,1,3,6,2,4,7,7,7,7,2,3,4,3,2,6,2,5,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,2,2,1,2,1,1,1,1,2,2,1,3,1,2,1,2,6,6,5,6,1,4,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,1,5,6,6,6,7,2,6,6,5,7,6,5,6,6,6,6,6,4,1,6,7,6,6,7,7,7,7,7,3,7,7,5,5,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
